species,Water,Evergreen Needleleaf forest,Evergreen Broadleaf forest,Deciduous Needleleaf forest,Deciduous Broadleaf forest,Mixed forest,Closed shrublands,Open shrublands,Woody savannas,Savannas,Grasslands,Permanent wetlands,Croplands,Urban and built-up,Cropland/Natural vegetation mosaic,Snow and ice,Barren or sparsely vegetated
nectarinia reichenowi,0,0.65,0.65,0.65,0.65,0.65,1,1,0.5,0,0.65,0,0.65,0.325,0.325,0.5,0.5
nectarinia rockefelleri,0,0,0,0,0,0,1,1,0.5,0,1,0,0,0,0,0.5,0.5
nectarinia rubescens,0,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0,0.65,0.325,0.325,0.325,0.325
nectarinia rufipennis,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
nectarinia seimundi,0,1,1,1,1,1,0.65,0.65,0.65,0.65,0.325,0,0.65,0,0.325,0,0
nectarinia senegalensis,0,0,0,0,0,0,1,1,1,1,0.65,0,0.65,0.65,0.325,0,0
nectarinia shelleyi,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.325,0,0,0
nectarinia solaris,0,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.325,0,0.325,0,0.65,0.65,0.325,0,0
nectarinia sovimanga,0.325,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.325,0,0.325,0.65,0,0.65,0.325,0,0.65
nectarinia sperata,0.325,0.65,0.65,0.65,0.65,0.65,0.325,0,0,0,0,0.65,0.65,0,0.325,0,0
nectarinia superba,1,1,1,1,1,1,0.5,0,0.65,0.65,0.325,1,0.65,0.325,0.325,0,0
nectarinia tacazze,0,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0,0.65,0.325,0.325,0.325,0.325
nectarinia talatala,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.65,0,0,0
nectarinia thomensis,0,1,1,1,1,1,0.65,0.65,0.325,0,0,0,0.25,0,0.125,0,0
nectarinia ursulae,0,1,1,1,1,1,0.65,0.65,0.325,0,0,0,0,0,0,0.325,0.325
nectarinia venusta,0.65,0.65,0.65,0.65,0.65,0.65,1,1,1,1,0.65,0.65,0.65,0.65,0.325,0.325,0.325
nectarinia veroxii,0.325,0.65,0.65,0.65,0.65,0.65,1,1,0.65,0.65,0.325,0.65,0,0,0,0,0
nectarinia verticalis,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,1,1,0.65,0.65,0.65,0.325,0.325,0,0
nectarinia violacea,0,0,0,0,0,0,0.5,1,0.5,0,0,0,0,0,0,0,0
nectarinia zeylonica,0,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.325,0,0.65,0.65,0.325,0,0
nectogale elegans,0.75,0.25,0.25,0.25,0.25,0.25,0.125,0,0,0,0,0.75,0,0,0,0,0
nectomys apicalis,0.375,0.75,0.75,0.75,0.75,0.75,0.375,0.375,0,0,0.75,0.75,0,0,0,0,0
nectomys magdalenae,0.75,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0.75,0,0,0,0,0
nectomys palmipes,0.75,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0.75,0.25,0,0.125,0,0
nectomys rattus,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.375,0,0.75
nectomys squamipes,0.75,0,0,0,0,0,0,0.375,0,0,0.375,0.75,0,0,0,0,0
nelsonia goldmani,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0,0,0
nelsonia neotomodon,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0,0,0
nemosia pileata,0,0.65,0.65,0.65,0.65,0.65,1,1,1,1,0.5,0,0,0,0,0,0
nemosia rourei,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
neochelidon tibialis,0.65,1,1,1,1,1,0.5,0,0,0.325,0.65,0.65,0,0.65,0.325,0,0.65
neochen jubata,1,0.65,0.65,0.65,0.65,0.65,0.325,0.325,0.65,0.65,0.325,1,0,0,0,0,0
neochmia modesta,0.325,0,0,0,0,0,0.65,0.65,0.65,0.65,0.325,0.65,0,0,0,0,0
neochmia phaeton,0.65,0,0,0,0,0,1,1,0.65,0.65,0.325,0.65,0.65,0,0.325,0,0
neochmia ruficauda,0.65,0,0,0,0,0,0.65,0.65,0.65,0.65,0.325,0.65,0.65,0.65,0.325,0,0
neochmia temporalis,0.325,0.65,0.65,0.65,0.65,0.65,0.325,0,0.65,0.65,0.325,0.65,0,0,0,0,0
neocichla gutturalis,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0,0,0,0
neocossyphus poensis,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0.65,0.325,0,0.65
neocossyphus rufus,0,1,1,1,1,1,0.5,0,0,0,0,0.325,0,0,0,0,0
neocrex colombiana,0.5,0,0,0,0,0,0,0.325,0,0,1,0.65,0,0,0,0,0
neocrex erythrops,0.5,0,0,0,0,0,0,0.325,0,0,1,0.65,0.65,0,0.325,0,0
neoctantes niger,0.65,1,1,1,1,1,0.5,0,0,0,0,0.65,0,0,0,0,0
neodon forresti,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
neodon irene,0,0,0,0,0,0,0.75,0.75,0,0,0.75,0,0,0,0,0,0
neodon juldaschi,0,1,1,1,1,1,0.5,0,0,0,0.75,0,0,0,0,0,0
neodon sikimensis,0,1,1,1,1,1,0.5,0,0,0,1,0,0,0,0,0,0
neodrepanis coruscans,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
neodrepanis hypoxantha,0,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0.5,0.5
neofelis nebulosa,0.125,1,1,1,1,1,0.5,0.25,0.125,0,0,0.25,0,0,0,0.125,0.125
neofiber alleni,1,0,0,0,0,0,0,0.5,0,0,1,1,1,0,0.5,0,0
neohylomys hainanensis,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
neolalage banksiana,0,1,1,1,1,1,0.65,0.65,0.325,0,0.325,0,0.65,0.65,0.325,0,0.65
neolestes torquatus,0,0,0,0,0,0,0.65,0.65,1,1,1,0,0.65,0,0.325,0,0
neomixis flavoviridis,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
neomixis striatigula,0.325,1,1,1,1,1,0.65,0.65,0.325,0,0,0.65,0,0,0,0,0
neomixis tenella,0.325,1,1,1,1,1,0.65,0.65,0.325,0,0.325,0.65,0.65,0.325,0.325,0,0
neomixis viridis,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
neomonachus schauinslandi,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1
neomonachus tropicalis,0.65,0,0,0,0,0,0,0,0,0,0,0.325,0,0,0,0,0.65
neomorphus geoffroyi,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
neomorphus pucheranii,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
neomorphus radiolosus,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
neomorphus rufipennis,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
neomys anomalus,0.75,0,0,0,0,0,0,0.375,0,0,0.375,0.75,0,0,0,0,0
neomys fodiens,0.75,0.75,0.75,0.75,0.75,0.75,0.375,0.375,0,0,0.375,0.75,0.25,0,0.125,0.375,0
neomys teres,0.75,0.25,0.25,0.25,0.25,0.25,0.125,0,0,0,0,0.75,0,0,0,0,0
neonycteris pusilla,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0,0,0
neopelma aurifrons,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
neopelma chrysocephalum,0,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0
neopelma chrysolophum,0,1,1,1,1,1,0.65,0.65,0.325,0,0,0,0,0.65,0.325,0,0.65
neopelma pallescens,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
neopelma sulphureiventer,0.65,1,1,1,1,1,0.5,0,0,0,0,0.65,0,0,0,0,0
neophascogale lorentzii,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0.75,0,0,0,0,0.375,0.375
neophema chrysogaster,1,1,1,1,1,1,0.5,0.5,0,0,1,1,0.65,0,0.325,0,0.65
neophema chrysostoma,0.325,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.325,0.325,0.65,0.65,0.65,0,0.325,0,0.65
neophema elegans,0,0,0,0,0,0,0.65,0.65,0.65,0.65,0.65,0,0,0,0,0,0
neophema petrophila,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.325,0,0.325,0.65,0,0,0,0,0.65
neophema pulchella,0,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.325,0.325,0.65,0,0.65,0,0.325,0,0
neophema splendida,0,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.325,0,0,0,0,0,0,0,0
neophoca cinerea,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
neophocaena asiaeorientalis,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
neophocaena phocaenoides,1,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,1
neophron percnopterus,0.325,0,0,0,0,0,0.325,0.65,1,1,0.65,0.65,0.65,0.65,0.325,0,1
neopipo cinnamomea,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
neopsephotus bourkii,0,0,0,0,0,0,0.65,0.65,0.65,0.65,0.325,0,0,0,0,0,0
neopsittacus musschenbroekii,0,0.65,0.65,0.65,0.65,0.65,0.325,0,0,0,0.325,0,0,0.65,0.325,0,0.65
neopsittacus pullicauda,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
neopteryx frosti,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0,0,0
neoromicia brunnea,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0,0,0
neoromicia capensis,0,0.75,0.75,0.75,0.75,0.75,0.375,0.25,0.75,0.75,0.375,0,0,0,0,0,0
neoromicia flavescens,0.75,0.25,0.25,0.25,0.25,0.25,0.125,0,0.75,0.75,0.375,0.75,0,0,0,0,0
neoromicia guineensis,0,0,0,0,0,0,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0
neoromicia malagasyensis,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0,0,0
neoromicia matroka,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0.75,0.75,0.375,0,0.75
neoromicia melckorum,0,0,0,0,0,0,0,0,0.75,0.75,0.375,0,0,0,0,0,0
neoromicia nana,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0.75,0.75,0.375,0,0.75,0.375,0.375,0,0
neoromicia rendalli,0,0,0,0,0,0,0.25,0.25,0.75,0.75,0.375,0,0,0.25,0.125,0,0.25
neoromicia somalica,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0.75,0.75,0.375,0,0,0,0,0,0
neoromicia tenuipinnis,0.125,0.75,0.75,0.75,0.75,0.75,0.375,0,0.25,0.25,0.375,0.25,0,0.375,0,0,0
neoromicia zuluensis,0,0.25,0.25,0.25,0.25,0.25,0.125,0,0.75,0.75,0.375,0,0,0,0,0,0.25
neospiza concolor,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
neotetracus sinensis,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
neothraupis fasciata,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0,0,0,0
neotis denhami,0.325,0,0,0,0,0,0,0,0.65,0.65,0.65,0.325,0.65,0,0.325,0.325,0.325
neotis heuglinii,0,0,0,0,0,0,0.65,0.65,0.325,0.325,0.65,0,0,0,0,0,0.65
neotis ludwigii,0,0,0,0,0,0,0.65,0.65,0.65,0.65,0.65,0,0.65,0,0.325,0,1
neotis nuba,0,0,0,0,0,0,0.65,0.65,1,1,1,0,0,0,0,0,0
neotoma albigula,0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0,0,0.375,0,0,0,0,0,0.75
neotoma angustapalata,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0,0,0
neotoma anthonyi,0.375,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0.75
neotoma bryanti,0.375,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0.75
neotoma bunkeri,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0.75
neotoma chrysomelas,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0,0,0.75
neotoma cinerea,0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0,0,0,0,0,0,0,0,0.75
neotoma devia,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0.75
neotoma floridana,0.375,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0,0,0.375,0.75,0,0,0,0,0.75
neotoma fuscipes,0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0,0,0,0,0,0,0,0,0
neotoma goldmani,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0.75
neotoma lepida,0,0,0,0,0,0,0.75,0.75,0,0,0.375,0,0,0,0,0,0.75
neotoma leucodon,0,0,0,0,0,0,0.75,0.75,0,0,0.375,0,0,0,0,0,0.75
neotoma macrotis,0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0,0,0.375,0,0,0,0,0,0.75
neotoma magister,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0,0,0.75
neotoma martinensis,0.375,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0.75
neotoma mexicana,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0,0,0.75
neotoma micropus,0,0,0,0,0,0,0.75,0.75,0,0,0,0,0,0,0,0,0
neotoma nelsoni,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0,0,0
neotoma palatina,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0,0,0
neotoma phenax,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0,0,0
neotoma stephensi,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0,0,0.75
neotomodon alstoni,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0,0,0
neotomys ebriosus,0.75,0,0,0,0,0,0.75,0.75,0.375,0,0.75,0.75,0,0,0,0.375,0.375
neotragus batesi,0,1,1,1,1,1,0.5,0,0,0,0.375,0,0.75,0.375,0.375,0,0.25
neotragus pygmaeus,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0.375,0,0.75,0.375,0.375,0,0.25
neovison macrodon,0.75,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0.75
neovison vison,1,1,1,1,1,1,0.5,0.5,0,0,0.5,1,0,0,0,0,0
neoxolmis rufiventris,0,0,0,0,0,0,0.65,0.65,0.325,0.5,1,0,0.65,0,0.325,0,0
nephelomyias lintoni,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
nephelomyias ochraceiventris,0,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0.5,0.5
nephelomyias pulcher,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
nephelomys albigularis,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0,0,0
nephelomys auriventer,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0.75,0,0,0,0,0.375,0.375
nephelomys caracolus,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0,0,0
nephelomys devius,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0,0,0
nephelomys keaysi,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0,0,0
nephelomys levipes,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0,0,0
nephelomys meridensis,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0,0,0
nephelornis oneilli,0.325,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.325,0,0.325,0.65,0,0,0,0.325,0.325
nesasio solomonensis,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0.25,0.125,0,0.25
nesillas aldabrana,0,0,0,0,0,0,1,1,0.5,0,0,0,0,0,0,0,0
nesillas brevicaudata,0,1,1,1,1,1,0.65,0.65,0.325,0,0,0,0,0,0,0,0
nesillas lantzii,0,1,1,1,1,1,0.65,0.65,0.325,0,0,0,0,0,0,0,0
nesillas longicaudata,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
nesillas mariae,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
nesillas typica,0,1,1,1,1,1,0.65,0.65,0.325,0,0,0,0,0,0,0,0
nesocharis ansorgei,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.325,0,0.325,0.65,0,0,0,0,0
nesocharis capistrata,0.65,0,0,0,0,0,0.65,0.65,0.65,0.65,0.325,0.65,0,0,0,0,0
nesocharis shelleyi,0,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.325,0,0.65,0,0.325,0,0
nesocichla eremita,0.325,0,0,0,0,0,0.65,0.65,0,0,0.65,0,0,0.325,0,0,0.65
nesoctites micromegas,0.325,1,1,1,1,1,1,1,0.5,0,0,0.65,0.65,0,0.325,0,0
nesoenas duboisi,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
nesoenas mayeri,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
nesoenas picturatus,0,1,1,1,1,1,0.5,0,0,0,0,0,0.65,0.65,0.325,0,0.65
nesofregetta fuliginosa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
nesokia bunnii,0.5,0,0,0,0,0,0,0.5,0,0,0.5,1,0,0,0,0,0
nesokia indica,0.75,1,1,1,1,1,1,1,0.5,0.5,1,0,0.75,0.75,0.375,0,0.75
nesolagus netscheri,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0.75,0,0.375,0,0
nesolagus timminsi,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0,0,0
nesomys audeberti,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0,0,0
nesomys lambertoni,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0,0,0
nesomys rufus,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0.125,0,0.25,0.125,0.125,0,0
nesophontes hypomicrus,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0,0,0
nesopsar nigerrimus,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
nesoromys ceramicus,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0,0,0
nesoryzomys darwini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nesoryzomys fernandinae,0,0,0,0,0,0,0.75,0.75,0.375,0,0,0,0,0,0,0,0
nesoryzomys indefessus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nesoryzomys narboroughi,0,0,0,0,0,0,0.75,0.75,0.375,0,0,0,0,0,0,0,0
nesoryzomys swarthi,0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.375,0.375,0.75,0,0,0,0,0,0
nesospingus speculiferus,0,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.325,0,0,0,0.65,0,0.325,0,0
nesospiza acunhae,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.5,0
nesospiza questi,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.5,0
nesospiza wilkinsi,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.5,0
nesotragus moschatus,0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0.25,0.125,0,0.25
nesotriccus ridgwayi,0.325,1,1,1,1,1,0.65,0.65,0.325,0,0,0.65,0,0,0,0,0
nestor meridionalis,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
nestor notabilis,0,1,1,1,1,1,1,1,0.5,0,1,0,0.25,0.65,0.125,0.5,0.5
nestor productus,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
netta erythrophthalma,0.65,0,0,0,0,0,0,0,0,0,0.325,0,0,0,0,0,0
netta peposaca,1,0,0,0,0,0,0,0.325,0,0,0.325,0.65,0,0,0,0,0
netta rufina,1,0,0,0,0,0,0,0,0,0,0.325,0.65,0,0,0,0,0
nettapus auritus,0.65,0,0,0,0,0,0,0,0,0,0.325,0.65,0,0,0,0,0
nettapus coromandelianus,0.65,0,0,0,0,0,0,0.325,0,0,0.325,0.65,0,0,0,0,0
nettapus pulchellus,1,0,0,0,0,0,0,0.325,0,0,0.325,0.65,0,0,0,0,0
neurotrichus gibbsii,0.375,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0,0,0.75,0.75,0,0,0,0,0
neusticomys ferreirai,0,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0,0,0
neusticomys monticolus,0.75,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0.75,0,0,0,0,0
neusticomys mussoi,0.75,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0
neusticomys oyapocki,0.75,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0.75,0,0,0,0,0
neusticomys peruviensis,0.75,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0.75,0,0,0,0,0
neusticomys venezuelae,0.75,0.75,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0.75,0,0,0,0,0
newtonia amphichroa,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0.65,0.325,0,0.65
newtonia archboldi,0,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0
newtonia brunneicauda,0.325,1,1,1,1,1,0.65,0.65,0.325,0,0,0.65,0,0,0,0,0
newtonia fanovanae,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
nicator chloris,0,1,1,1,1,1,0.65,0.65,0.325,0,0,0.325,0.65,0,0.325,0,0
nicator gularis,0,1,1,1,1,1,0.65,0.65,0.65,0.65,0.325,0,0,0.65,0.325,0,0.65
nicator vireo,0,1,1,1,1,1,0.5,0,0,0,0,0,0.65,0.65,0.325,0,0.65
nigrita bicolor,0.325,1,1,1,1,1,0.65,0.65,0.325,0,0,0.65,0.65,0,0.325,0,0
nigrita canicapillus,0,1,1,1,1,1,0.5,0,0,0,0,0,0.65,0,0.325,0,0
nigrita fusconotus,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
nigrita luteifrons,0,1,1,1,1,1,0.65,0.65,0.325,0,0,0,0,0,0,0,0
nilaus afer,0,1,1,1,1,1,0.65,0.65,1,1,0.5,0,0,0,0,0,0
nilgiritragus hylocrius,0,0,0,0,0,0,0.25,0.25,0.125,0,1,0,0,0,0,0.5,1
nilopegamys plumbeus,0.75,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0
niltava davidi,0,1,1,1,1,1,0.5,0.25,0.125,0,0.125,0,0,0.25,0,0,0
niltava grandis,0,1,1,1,1,1,0.5,0,0,0,0.325,0,0,0.325,0,0,0
niltava macgrigoriae,0.325,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.325,0.325,0.65,0.65,0,0,0,0.325,0.325
niltava sumatrana,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
niltava sundara,0,0.65,0.65,0.65,0.65,0.65,0.325,0,0,0,0,0,0,0.65,0.325,0,0.65
niltava vivida,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
ningaui ridei,0,0,0,0,0,0,0.75,0.75,0.75,0.75,0.75,0,0,0,0,0,0
ningaui timealeyi,0,0,0,0,0,0,0,0,0,0.375,0.75,0,0,0,0,0,0.75
ningaui yvonneae,0,0,0,0,0,0,0.75,0.75,0.375,0.375,0.75,0,0,0,0,0,0
ninox affinis,0.325,0.65,0.65,0.65,0.65,0.65,0.325,0,0,0,0,0.65,0.65,0,0.325,0,0
ninox boobook,0,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.325,0,0.325,0,0.65,0.65,0.325,0,0.65
ninox burhani,0,1,1,1,1,1,0.65,0.65,0.325,0,0.325,0,0,0.325,0.125,0,0.25
ninox connivens,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.325,0.65,0,0,0,0,0
ninox forbesi,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0.65,0.325,0,0.65
ninox granti,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0.65,0.325,0,0.65
ninox hantu,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0.65,0.325,0,0.65
ninox hypogramma,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0.65,0.325,0,0.65
ninox ios,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
ninox jacquinoti,0,0.65,0.65,0.65,0.65,0.65,0.325,0,0,0,0,0,0,0,0,0,0
ninox japonica,0,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.325,0,0.325,0.325,0.65,0.65,0.325,0,0
ninox leucopsis,0,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0,0,0.325,0,0.65,0.65,0.325,0,0
ninox leventisi,0,0.65,0.65,0.65,0.65,0.65,0.325,0,0,0,0,0,0,0.65,0.325,0,0.65
ninox malaitae,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
ninox meeki,0,0.65,0.65,0.65,0.65,0.65,0.325,0,0,0,0.325,0,0,0.65,0.325,0,0.65
ninox mindorensis,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0.65,0.325,0,0.65
ninox natalis,0,1,1,1,1,1,0.65,0.65,0.325,0,0,0,0,0,0,0,0
ninox novaeseelandiae,0,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0,0,0.325,0,0.65,0.65,0.325,0,0
ninox obscura,0,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.325,0,0.325,0,0.65,0.65,0.325,0,0
ninox ochracea,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
ninox odiosa,0,1,1,1,1,1,0.5,0,0,0,0,0,0.15,0,0.075,0,0
ninox philippensis,0,0.65,0.65,0.65,0.65,0.65,0.325,0,0,0,0,0,0,0.65,0.325,0,0.65
ninox punctulata,0,0.65,0.65,0.65,0.65,0.65,0.325,0,0,0,0,0,0.65,0.65,0.325,0,0.65
ninox randi,0,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.325,0,0.325,0.325,0.65,0.65,0.325,0,0
ninox reyi,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0.65,0.325,0,0.65
ninox roseoaxillaris,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
ninox rudolfi,0.5,1,1,1,1,1,0.5,0,0,0,0,1,0,0.65,0.325,0,0.65
ninox rufa,0.65,0.65,0.65,0.65,0.65,0.65,0.325,0,0.65,0.65,0.325,0.65,0,0,0,0,0
ninox rumseyi,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0.65,0.325,0,0.65
ninox scutulata,0,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.325,0,0.325,0.325,0.65,0.65,0.325,0,0
